"LGA_2016","Local Government Areas - 2016","SEIFAINDEXTYPE","Index Type","SEIFA_MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"59350","Yalgoo (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",16,,
"59350","Yalgoo (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",945,,
"59350","Yalgoo (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",945,,
"59350","Yalgoo (S)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",337,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","SCORE","Score","2016","2016",978,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",250,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",46,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",40,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",29,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",906,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1134,,
"59360","Yilgarn (S)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",1202,,
"59370","York (S)","IER","Index of Economic Resources","SCORE","Score","2016","2016",994,,
"59370","York (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",328,,
"59370","York (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",7,,
"59370","York (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",61,,
"59370","York (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",58,,
"59370","York (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"59370","York (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",43,,
"59370","York (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",919,,
"59370","York (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1073,,
"59370","York (S)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",3606,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",924,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",79,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",15,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",8,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",27,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",774,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1023,,
"60210","Break O'Day (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",6104,,
"60410","Brighton (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",918,,
"60410","Brighton (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",72,,
"60410","Brighton (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"60410","Brighton (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",14,,
"60410","Brighton (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",5,,
"60410","Brighton (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"60410","Brighton (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",17,,
"60410","Brighton (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",629,,
"60410","Brighton (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1110,,
"60410","Brighton (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",16512,,
"60610","Burnie (C)","IER","Index of Economic Resources","SCORE","Score","2016","2016",922,,
"60610","Burnie (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",76,,
"60610","Burnie (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"60610","Burnie (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",14,,
"60610","Burnie (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",6,,
"60610","Burnie (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"60610","Burnie (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",21,,
"60610","Burnie (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",663,,
"60610","Burnie (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1107,,
"60610","Burnie (C)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",18895,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","SCORE","Score","2016","2016",966,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",176,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",4,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",33,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",16,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",54,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",700,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1074,,
"60810","Central Coast (M) (Tas.)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",21362,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","SCORE","Score","2016","2016",945,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",104,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",20,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",10,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",4,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",34,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",873,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",962,,
"61010","Central Highlands (M) (Tas.)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",2141,,
"61210","Circular Head (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",971,,
"61210","Circular Head (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",209,,
"61210","Circular Head (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",4,,
"61210","Circular Head (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",39,,
"61210","Circular Head (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",17,,
"61210","Circular Head (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"61210","Circular Head (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",57,,
"61210","Circular Head (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",782,,
"61210","Circular Head (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1057,,
"61210","Circular Head (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",7926,,
"61410","Clarence (C)","IER","Index of Economic Resources","SCORE","Score","2016","2016",994,,
"61410","Clarence (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",329,,
"61410","Clarence (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",7,,
"61410","Clarence (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",61,,
"61410","Clarence (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",27,,
"61410","Clarence (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",10,,
"61410","Clarence (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",91,,
"61410","Clarence (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",703,,
"61410","Clarence (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1163,,
"61410","Clarence (C)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",54819,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",944,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",100,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",19,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",9,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",4,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",31,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",753,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1084,,
"61510","Derwent Valley (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",10021,,
"61610","Devonport (C)","IER","Index of Economic Resources","SCORE","Score","2016","2016",917,,
"61610","Devonport (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",69,,
"61610","Devonport (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"61610","Devonport (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",13,,
"61610","Devonport (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",4,,
"61610","Devonport (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"61610","Devonport (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",14,,
"61610","Devonport (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",682,,
"61610","Devonport (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1100,,
"61610","Devonport (C)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",24696,,
"61810","Dorset (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",949,,
"61810","Dorset (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",121,,
"61810","Dorset (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",3,,
"61810","Dorset (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",23,,
"61810","Dorset (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",13,,
"61810","Dorset (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"61810","Dorset (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",44,,
"61810","Dorset (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",826,,
"61810","Dorset (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1049,,
"61810","Dorset (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",6617,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","SCORE","Score","2016","2016",945,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",105,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",20,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",11,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",4,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",37,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",552,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",974,,
"62010","Flinders (M) (Tas.)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",906,,
"62210","George Town (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",898,,
"62210","George Town (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",60,,
"62210","George Town (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"62210","George Town (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",11,,
"62210","George Town (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",2,,
"62210","George Town (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",1,,
"62210","George Town (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",7,,
"62210","George Town (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",720,,
"62210","George Town (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1056,,
"62210","George Town (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",6764,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",958,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",145,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",3,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",27,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",14,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",47,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",869,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1036,,
"62410","Glamorgan/Spring Bay (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",4400,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","SCORE","Score","2016","2016",910,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",65,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",12,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",3,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",11,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",740,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1083,,
"62610","Glenorchy (C)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",46253,,
"62810","Hobart (C)","IER","Index of Economic Resources","SCORE","Score","2016","2016",973,,
"62810","Hobart (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",221,,
"62810","Hobart (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"62810","Hobart (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",41,,
"62810","Hobart (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",18,,
"62810","Hobart (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"62810","Hobart (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",61,,
"62810","Hobart (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",738,,
"62810","Hobart (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1139,,
"62810","Hobart (C)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",50439,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",980,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",258,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",48,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",21,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",71,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",843,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1081,,
"63010","Huon Valley (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",16199,,
"63210","Kentish (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",983,,
"63210","Kentish (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",268,,
"63210","Kentish (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"63210","Kentish (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",50,,
"63210","Kentish (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",23,,
"63210","Kentish (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"63210","Kentish (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",77,,
"63210","Kentish (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",823,,
"63210","Kentish (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1092,,
"63210","Kentish (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",6128,,
"63410","King Island (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",983,,
"63410","King Island (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",267,,
"63410","King Island (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"63410","King Island (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",49,,
"63410","King Island (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",22,,
"63410","King Island (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"63410","King Island (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",74,,
"63410","King Island (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",903,,
"63410","King Island (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1023,,
"63410","King Island (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",1585,,
"63610","Kingborough (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",1019,,
"63610","Kingborough (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",434,,
"63610","Kingborough (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",8,,
"63610","Kingborough (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",80,,
"63610","Kingborough (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",29,,
"63610","Kingborough (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",10,,
"63610","Kingborough (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",97,,
"63610","Kingborough (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",831,,
"63610","Kingborough (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1125,,
"63610","Kingborough (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",35853,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","SCORE","Score","2016","2016",979,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",251,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",46,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",20,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",67,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",869,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1071,,
"63810","Latrobe (M) (Tas.)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",10699,,
"64010","Launceston (C)","IER","Index of Economic Resources","SCORE","Score","2016","2016",923,,
"64010","Launceston (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",77,,
"64010","Launceston (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",2,,
"64010","Launceston (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",15,,
"64010","Launceston (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",7,,
"64010","Launceston (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"64010","Launceston (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",24,,
"64010","Launceston (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",629,,
"64010","Launceston (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1154,,
"64010","Launceston (C)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",65274,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",987,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",297,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",6,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",55,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",25,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",84,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",864,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1128,,
"64210","Meander Valley (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",19282,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",978,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",248,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",46,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",19,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",64,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",786,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1120,,
"64610","Northern Midlands (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",12822,,
"64810","Sorell (M)","IER","Index of Economic Resources","SCORE","Score","2016","2016",983,,
"64810","Sorell (M)","IER","Index of Economic Resources","RWAR","Rank within Australia","2016","2016",272,,
"64810","Sorell (M)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2016","2016",5,,
"64810","Sorell (M)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2016","2016",50,,
"64810","Sorell (M)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2016","2016",24,,
"64810","Sorell (M)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"64810","Sorell (M)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2016","2016",81,,
"64810","Sorell (M)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2016","2016",851,,
"64810","Sorell (M)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2016","2016",1087,,
"64810","Sorell (M)","IER","Index of Economic Resources","URP","Usual resident population","2016","2016",14414,,
